date,solar_produced_per_day,daylight,daylight_avg_temp,avg_cloudcover,avg_direct_radiation,weather,max_wind_speed,max_temp
2011-10-27,10.1,600.0,14.7,45.5,75.0,3,17.1,16.1
2011-10-28,10.0,597.0,16.0,16.5,143.0,3,9.1,17.4
2011-10-29,9.400000000000002,593.0,15.3,75.0,25.0,51,11.5,17.4
2011-10-30,4.600000000000001,589.0,15.100000000000001,91.5,49.0,3,15.3,16.2
2011-10-31,3.799999999999997,587.0,15.0,60.5,47.5,3,12.3,15.9
2011-11-01,8.600000000000001,583.0,14.65,22.5,75.0,61,15.9,16.3
2011-11-02,5.0,579.0,13.25,93.0,9.5,3,16.3,14.6
2011-11-03,7.0,575.0,16.799999999999997,89.5,13.5,51,30.0,17.8
2011-11-04,1.8999999999999986,573.0,16.35,31.5,115.0,53,31.7,17.9
2011-11-05,5.200000000000003,569.0,15.399999999999999,32.5,25.5,61,12.3,16.9
2011-11-06,6.099999999999994,565.0,12.45,100.0,7.5,3,19.3,12.8
2011-11-07,1.5,561.0,9.600000000000001,100.0,1.0,3,18.4,10.5
2011-11-08,0.5,558.0,12.25,100.0,31.0,51,12.1,13.6
2011-11-09,2.299999999999997,555.0,13.1,79.0,45.5,51,12.6,14.2
2011-11-10,6.400000000000006,552.0,11.05,2.0,128.0,0,13.5,13.0
2011-11-11,6.599999999999994,548.0,9.8,39.0,102.5,3,16.4,11.7
2011-11-12,6.400000000000006,546.0,11.4,27.0,122.0,1,13.2,13.7
2011-11-13,4.400000000000006,542.0,7.1,90.0,62.0,3,12.5,8.8
2011-11-14,1.5,539.0,8.0,0.0,158.0,1,9.9,10.0
2011-11-15,7.699999999999989,535.0,5.4,4.0,149.0,0,12.2,7.9
2011-11-16,6.900000000000006,533.0,6.15,0.0,160.0,1,10.2,7.8
2011-11-17,6.299999999999997,530.0,9.05,64.0,66.0,3,10.8,10.3
2011-11-18,2.0,527.0,9.7,93.5,6.0,3,12.0,10.5
2011-11-19,6.200000000000003,524.0,9.2,28.5,110.0,3,9.9,10.3
2011-11-20,6.0,521.0,5.1,80.5,31.5,3,7.9,6.4
2011-11-21,6.0,519.0,6.5,98.5,52.5,3,8.2,8.2
2011-11-22,2.5,516.0,7.95,47.0,29.5,3,6.5,9.4
2011-11-23,3.3000000000000114,513.0,10.55,90.5,15.5,3,9.3,11.4
2011-11-24,1.5,511.0,10.05,100.0,32.0,3,16.4,10.7
2011-11-25,1.8999999999999773,508.0,9.35,100.0,0.5,51,21.6,11.0
2011-11-26,0.700000000000017,506.0,9.9,57.5,42.0,3,25.6,10.7
2011-11-27,3.6999999999999886,503.0,11.45,92.0,10.0,51,30.3,12.4
2011-11-28,1.3000000000000114,501.0,7.6,9.5,116.0,3,17.1,8.8
2011-11-29,6.5,499.0,8.75,60.0,84.0,51,31.1,10.8
2011-11-30,1.4000000000000057,497.0,8.95,12.5,110.0,51,20.3,10.5
2011-12-01,5.399999999999977,494.0,11.75,100.0,1.5,61,34.9,12.5
2011-12-02,1.4000000000000057,492.0,7.95,28.5,61.5,53,34.8,12.5
2011-12-03,2.5999999999999943,491.0,9.35,100.0,2.0,61,35.7,10.5
2011-12-04,0.6000000000000227,488.0,8.5,78.5,4.5,51,21.3,8.9
2011-12-05,1.0,487.0,5.5,75.0,67.5,51,25.3,6.3
2011-12-06,2.5,485.0,5.6,76.5,54.5,53,26.6,6.2
2011-12-07,1.6999999999999886,484.0,7.5,36.5,66.0,61,36.1,7.8
2011-12-08,1.5,483.0,7.300000000000001,100.0,1.0,51,38.7,10.7
2011-12-09,1.5999999999999943,482.0,6.4,16.5,86.5,63,38.4,11.0
2011-12-10,4.800000000000011,479.0,4.5,37.0,65.0,2,16.5,5.2
2011-12-11,4.199999999999989,478.0,5.5,100.0,10.5,3,18.7,6.2
2011-12-12,2.4000000000000057,477.0,6.75,22.0,67.0,55,30.0,8.0
2011-12-13,2.8000000000000114,476.0,9.3,63.5,22.5,61,44.6,10.1
2011-12-14,1.299999999999983,476.0,6.2,100.0,4.5,61,30.1,6.6
2011-12-15,1.0,475.0,6.45,75.0,23.5,53,31.8,7.2
2011-12-16,1.5,475.0,3.65,100.0,0.0,73,27.4,5.2
2011-12-17,0.20000000000001705,474.0,4.800000000000001,44.0,71.5,51,19.2,5.8
2011-12-18,3.5999999999999943,473.0,3.65,58.5,52.0,51,19.3,4.5
2011-12-19,4.299999999999983,473.0,2.3499999999999996,54.5,36.0,73,25.9,2.8
2011-12-20,1.9000000000000057,473.0,5.949999999999999,69.0,48.5,73,24.5,6.5
2011-12-21,2.8000000000000114,472.0,5.6,100.0,0.0,53,13.4,5.9
2011-12-22,0.9000000000000057,473.0,10.0,99.5,0.5,3,17.4,10.4
2011-12-23,0.8999999999999773,472.0,9.5,88.5,5.0,61,26.8,9.8
2011-12-24,1.200000000000017,473.0,6.2,55.0,53.0,53,30.6,7.0
2011-12-25,2.299999999999983,473.0,10.100000000000001,95.0,14.0,3,23.0,10.7
2011-12-26,0.6000000000000227,473.0,11.0,93.0,0.0,3,21.0,11.2
2011-12-27,0.39999999999997726,474.0,7.65,66.5,18.5,3,13.7,8.8
2011-12-28,0.5,474.0,5.15,100.0,0.5,53,25.6,7.3
2011-12-29,0.5,475.0,5.699999999999999,91.5,14.0,61,33.4,7.0
2011-12-30,0.9000000000000057,476.0,5.35,44.5,58.5,51,30.6,6.1
2011-12-31,3.5999999999999943,477.0,10.3,100.0,1.0,53,18.8,10.7
2012-01-01,0.5,478.0,11.5,100.0,0.0,55,38.4,12.6
2012-01-02,0.8000000000000114,479.0,7.6,49.5,39.5,61,31.3,11.9
2012-01-03,2.9000000000000057,480.0,10.05,100.0,0.0,61,45.6,11.3
2012-01-04,0.799999999999983,481.0,7.0,67.5,59.0,55,36.9,7.4
2012-01-05,2.700000000000017,484.0,8.1,67.0,25.5,61,44.2,9.7
2012-01-06,1.5999999999999943,485.0,6.65,60.5,49.0,51,30.4,7.2
2012-01-07,1.0,486.0,8.5,49.0,54.5,53,30.6,8.8
2012-01-08,4.099999999999994,488.0,7.35,46.0,39.5,51,21.3,7.9
2012-01-09,5.200000000000017,490.0,8.85,60.0,34.5,51,19.5,9.6
2012-01-10,1.0,492.0,8.75,82.0,9.5,3,14.8,9.5
2012-01-11,1.5,494.0,8.45,100.0,5.5,3,16.7,9.0
2012-01-12,1.5999999999999943,496.0,9.3,100.0,3.0,53,31.1,9.9
2012-01-13,1.4000000000000057,498.0,5.75,29.0,79.5,51,16.9,6.3
2012-01-14,3.3999999999999773,500.0,5.1,23.0,63.0,3,9.4,6.1
2012-01-15,3.400000000000034,502.0,3.4,4.0,72.0,3,13.8,4.8
2012-01-16,5.399999999999977,505.0,1.8,0.0,94.0,0,13.0,3.5
2012-01-17,5.899999999999977,507.0,2.0,20.0,86.0,1,11.5,3.9
2012-01-18,5.400000000000034,510.0,3.6,100.0,0.0,53,23.4,6.1
2012-01-19,1.6999999999999886,512.0,9.7,100.0,0.0,63,31.8,10.6
2012-01-20,0.8000000000000114,515.0,5.4,100.0,11.0,53,29.6,5.9
2012-01-21,0.8000000000000114,518.0,9.4,100.0,0.0,53,31.8,9.6
2012-01-22,0.7999999999999545,520.0,7.9,54.0,15.0,51,37.5,9.2
2012-01-23,3.900000000000034,523.0,5.7,41.0,84.0,53,21.7,6.8
2012-01-24,3.3000000000000114,526.0,4.4,100.0,1.0,51,13.4,4.8
2012-01-25,2.099999999999966,528.0,5.3,100.0,0.0,51,13.9,6.0
2012-01-26,1.400000000000034,532.0,8.2,100.0,2.0,53,21.1,8.7
2012-01-27,1.099999999999966,535.0,5.7,8.0,122.0,51,16.5,7.6
2012-01-28,6.300000000000011,538.0,4.7,100.0,3.0,51,11.4,5.6
2012-01-29,3.3000000000000114,542.0,-0.3,94.0,3.0,3,13.4,0.1
2012-01-30,1.3000000000000114,544.0,0.2,100.0,1.0,71,8.6,0.5
2012-01-31,0.19999999999998863,548.0,-1.2,4.0,143.0,3,18.4,-0.2
2012-02-01,5.599999999999966,551.0,-2.8,0.0,155.0,0,24.3,-1.8
2012-02-02,8.400000000000034,555.0,-4.7,0.0,161.0,0,22.2,-3.6
2012-02-03,8.5,557.0,-3.9,100.0,57.0,73,15.5,-3.2
2012-02-04,2.3000000000000114,561.0,-4.9,86.0,75.0,3,11.5,-4.5
2012-02-05,7.599999999999966,564.0,-3.8,26.0,134.0,3,15.5,-2.8
2012-02-06,5.600000000000023,568.0,-2.4,0.0,173.0,2,8.9,-1.6
2012-02-07,8.599999999999966,572.0,-6.4,0.0,186.0,3,22.7,-4.8
2012-02-08,7.300000000000011,574.0,-2.1,89.0,61.0,3,21.7,-1.4
2012-02-09,7.900000000000034,578.0,-2.6,100.0,4.0,3,13.5,-0.8
2012-02-10,3.6999999999999886,582.0,-2.8,83.0,75.0,3,14.9,-2.0
2012-02-11,9.599999999999966,586.0,-4.1,18.0,201.0,2,14.8,-2.7
2012-02-12,6.400000000000034,589.0,-1.3,100.0,51.0,71,8.0,-0.7
2012-02-13,2.599999999999966,592.0,2.9,100.0,13.0,73,16.0,3.8
2012-02-14,3.0,596.0,5.15,96.5,44.5,53,23.5,5.8
2012-02-15,4.7000000000000455,600.0,5.800000000000001,81.5,36.5,55,31.9,6.9
2012-02-16,2.3999999999999773,604.0,6.35,100.0,11.0,51,16.7,7.4
2012-02-17,3.6000000000000227,608.0,6.4,100.0,11.0,51,15.9,8.6
2012-02-18,5.199999999999989,611.0,8.1,100.0,5.0,63,27.7,8.5
2012-02-19,1.5,615.0,3.2,37.0,104.0,71,21.7,4.8
2012-02-20,7.300000000000011,619.0,4.1,72.0,106.0,3,17.6,5.0
2012-02-21,10.699999999999989,623.0,7.5,27.0,99.0,3,21.0,9.5
2012-02-22,6.399999999999977,627.0,7.2,30.0,80.0,51,26.0,8.5
2012-02-23,6.199999999999989,630.0,11.2,100.0,1.0,51,24.5,12.4
2012-02-24,2.400000000000034,634.0,9.8,90.0,3.0,3,20.9,10.5
2012-02-25,2.3000000000000114,638.0,7.0,63.0,70.0,3,15.2,8.6
2012-02-26,9.099999999999966,642.0,8.4,93.0,69.0,3,13.3,9.4
2012-02-27,2.6000000000000227,645.0,7.7,100.0,10.0,3,17.4,8.2
2012-02-28,3.8999999999999773,649.0,9.8,92.0,0.0,3,13.7,10.3
2012-02-29,1.5,653.0,10.5,90.0,7.0,3,7.6,11.6
2012-03-01,2.5,657.0,11.2,91.0,29.0,3,6.6,12.4
2012-03-02,2.3000000000000114,661.0,9.4,100.0,2.0,51,11.6,10.3
2012-03-03,1.8000000000000114,665.0,11.0,90.0,13.0,51,13.7,12.3
2012-03-04,6.099999999999966,669.0,9.1,100.0,2.0,55,18.7,10.6
2012-03-05,4.100000000000023,673.0,4.6,97.0,3.0,53,19.0,8.2
2012-03-06,1.6000000000000227,676.0,7.3,78.0,27.0,3,9.2,7.8
2012-03-07,6.399999999999977,681.0,5.2,97.0,0.0,61,30.6,6.6
2012-03-08,2.3000000000000114,685.0,7.2,39.0,206.0,2,19.7,8.2
2012-03-09,12.199999999999989,689.0,10.1,100.0,22.0,3,16.8,11.1
2012-03-10,6.100000000000023,692.0,10.1,100.0,11.0,3,16.9,10.8
2012-03-11,4.099999999999966,696.0,11.5,27.0,206.0,3,12.5,12.5
2012-03-12,16.099999999999966,701.0,11.3,69.0,69.0,3,10.8,12.5
2012-03-13,13.700000000000045,704.0,8.65,90.0,7.0,3,8.8,9.3
2012-03-14,3.5,708.0,8.75,88.5,63.0,3,8.0,10.2
2012-03-15,13.200000000000045,712.0,13.55,0.0,290.5,0,10.6,16.9
2012-03-16,17.199999999999932,716.0,10.350000000000001,63.0,92.0,3,13.5,16.1
2012-03-17,15.700000000000045,720.0,10.35,83.5,54.0,53,14.5,11.9
2012-03-18,4.899999999999977,724.0,9.100000000000001,50.0,117.0,53,20.9,11.0
2012-03-19,9.0,727.0,8.8,55.5,181.5,3,13.2,10.7
2012-03-20,17.799999999999955,732.0,11.05,18.0,197.5,3,11.2,12.4
2012-03-21,13.200000000000045,736.0,13.0,0.0,298.0,1,11.6,14.6
2012-03-22,18.299999999999955,739.0,15.850000000000001,0.0,327.5,0,16.4,18.2
2012-03-23,17.700000000000045,743.0,15.7,0.0,294.0,0,12.1,18.6
2012-03-24,17.700000000000045,748.0,16.0,25.0,298.0,1,11.3,18.1
2012-03-25,17.09999999999991,751.0,12.9,0.0,262.0,1,12.1,16.2
2012-03-26,20.200000000000045,755.0,13.5,1.0,305.0,1,14.8,16.5
2012-03-27,19.299999999999955,760.0,14.5,0.0,320.0,0,12.5,17.5
2012-03-28,17.90000000000009,763.0,15.2,0.0,322.0,0,13.2,17.5
2012-03-29,19.399999999999977,767.0,11.9,54.0,251.0,3,19.7,14.3
2012-03-30,14.199999999999932,771.0,9.4,90.0,12.0,3,19.1,10.5
2012-03-31,2.300000000000068,775.0,8.2,90.0,12.0,3,21.9,9.2
2012-04-01,7.600000000000023,779.0,7.9,76.0,71.0,3,14.6,8.8
2012-04-02,19.09999999999991,783.0,11.1,44.0,121.0,51,9.1,12.5
2012-04-03,20.90000000000009,786.0,13.1,44.0,135.0,2,10.2,14.4
2012-04-04,16.09999999999991,790.0,11.0,64.0,217.0,53,12.5,12.9
2012-04-05,12.100000000000023,795.0,8.9,100.0,22.0,3,20.0,10.2
2012-04-06,5.800000000000068,798.0,7.7,40.0,190.0,3,15.4,9.7
2012-04-07,22.0,802.0,6.8,89.0,72.0,51,21.1,8.1
2012-04-08,10.699999999999932,806.0,8.5,100.0,50.0,51,21.3,9.6
2012-04-09,11.200000000000045,809.0,9.6,100.0,0.5,53,25.6,10.1
2012-04-10,5.7999999999999545,814.0,9.2,100.0,0.0,55,29.0,10.4
2012-04-11,5.2000000000000455,818.0,9.45,74.0,202.5,61,18.6,12.0
2012-04-12,7.399999999999977,821.0,9.6,69.0,119.0,61,11.5,11.2
2012-04-13,13.399999999999977,825.0,9.75,73.0,191.5,51,8.6,11.6
2012-04-14,19.0,829.0,9.7,75.0,206.5,51,18.0,11.4
2012-04-15,19.5,832.0,8.15,48.5,159.0,51,26.8,9.9
2012-04-16,8.700000000000045,837.0,7.75,50.5,266.0,51,18.8,9.0
2012-04-17,20.199999999999932,840.0,6.1,95.5,7.5,55,30.9,9.5
2012-04-18,8.200000000000045,844.0,9.75,81.0,90.0,61,30.5,12.1
2012-04-19,12.400000000000091,848.0,10.65,72.0,210.0,53,28.3,12.8
2012-04-20,17.09999999999991,851.0,10.5,77.5,134.0,61,18.3,12.6
2012-04-21,13.400000000000091,855.0,9.05,87.0,120.0,61,21.3,11.1
2012-04-22,13.699999999999818,859.0,9.75,60.5,168.5,61,21.5,11.8
2012-04-23,17.300000000000182,862.0,9.75,95.0,92.0,55,22.8,12.4
2012-04-24,11.5,866.0,10.55,64.0,107.5,61,13.3,12.6
2012-04-25,11.199999999999818,870.0,10.3,100.0,51.5,55,29.7,12.2
2012-04-26,7.800000000000182,873.0,13.95,65.0,277.5,53,34.7,15.6
2012-04-27,13.799999999999955,877.0,14.100000000000001,82.5,164.5,51,24.5,15.1
2012-04-28,11.200000000000045,880.0,16.1,99.0,38.0,61,24.3,19.3
2012-04-29,8.099999999999909,884.0,16.4,74.0,30.0,51,20.3,18.0
2012-04-30,19.90000000000009,888.0,17.9,34.0,195.0,3,25.6,20.5
2012-05-01,15.099999999999909,890.0,17.0,60.0,144.0,51,17.4,19.3
2012-05-02,20.90000000000009,894.0,13.9,100.0,12.0,61,15.1,16.6
2012-05-03,5.099999999999909,898.0,13.5,98.0,28.0,51,17.1,14.6
2012-05-04,5.0,901.0,12.2,93.0,56.0,51,15.2,14.4
2012-05-05,20.5,905.0,9.0,100.0,1.0,53,14.3,9.6
2012-05-06,5.400000000000091,907.0,9.7,100.0,7.0,3,18.2,11.0
2012-05-07,12.0,911.0,12.8,88.0,84.0,3,13.0,14.1
2012-05-08,21.299999999999955,915.0,15.7,83.0,39.0,53,20.7,18.1
2012-05-09,10.399999999999864,917.0,17.6,90.0,120.0,61,16.5,19.2
2012-05-10,15.800000000000182,921.0,21.15,77.5,48.5,61,26.0,24.2
2012-05-11,9.299999999999955,924.0,15.05,100.0,30.0,51,21.3,19.3
2012-05-12,10.399999999999864,927.0,10.850000000000001,40.0,214.5,51,19.9,12.8
2012-05-13,20.90000000000009,930.0,11.55,39.0,157.0,3,8.4,13.0
2012-05-14,22.299999999999955,933.0,13.95,5.0,357.5,2,17.1,16.1
2012-05-15,28.700000000000045,936.0,10.1,86.5,126.5,61,20.6,11.2
2012-05-16,11.5,939.0,10.45,41.5,316.0,53,20.2,11.8
2012-05-17,30.5,941.0,13.25,74.0,115.5,51,14.2,15.2
2012-05-18,17.0,944.0,15.6,59.0,42.5,53,24.7,16.7
2012-05-19,8.0,947.0,17.15,53.5,112.0,51,16.2,18.9
2012-05-20,22.0,949.0,17.950000000000003,48.5,213.0,63,15.3,21.5
2012-05-21,19.0,953.0,19.0,89.5,82.0,3,21.7,21.1
2012-05-22,15.0,955.0,20.6,50.5,201.0,53,15.4,24.3
2012-05-23,28.90000000000009,957.0,21.7,42.5,304.0,53,10.9,25.0
2012-05-24,26.299999999999955,960.0,24.35,17.0,346.0,2,18.1,26.7
2012-05-25,19.299999999999955,962.0,21.4,0.0,421.0,0,24.7,23.8
2012-05-26,29.200000000000045,964.0,22.1,0.0,421.5,0,19.6,24.0
2012-05-27,28.299999999999955,967.0,23.15,3.0,333.0,1,12.3,25.8
2012-05-28,27.299999999999955,969.0,21.9,0.0,422.0,0,17.8,23.9
2012-05-29,29.299999999999955,971.0,19.85,14.0,278.5,53,13.9,22.2
2012-05-30,24.700000000000045,973.0,19.9,22.5,310.0,51,9.8,22.0
2012-05-31,23.100000000000136,975.0,17.55,100.0,64.0,53,25.1,18.2
2012-06-01,13.099999999999909,977.0,15.7,71.0,122.0,3,15.1,17.5
2012-06-02,19.90000000000009,978.0,14.55,100.0,134.0,3,17.4,16.9
2012-06-03,23.5,980.0,10.65,100.0,0.0,61,23.5,13.7
2012-06-04,3.199999999999818,982.0,11.05,100.0,9.5,63,23.0,13.5
2012-06-05,7.300000000000182,983.0,13.25,100.0,85.0,3,11.9,15.1
2012-06-06,27.799999999999955,985.0,16.15,80.5,55.5,63,16.8,19.0
2012-06-07,16.899999999999864,986.0,17.4,84.5,19.5,63,21.3,20.8
2012-06-08,12.5,988.0,16.75,30.0,293.5,51,31.3,18.3
2012-06-09,22.40000000000009,988.0,14.95,56.0,204.0,2,33.6,16.5
2012-06-10,20.799999999999955,989.0,16.95,53.0,217.0,3,14.0,18.3
2012-06-11,12.100000000000136,991.0,15.600000000000001,95.0,37.5,63,13.6,16.8
2012-06-12,10.399999999999864,992.0,15.45,82.5,123.0,63,17.3,18.1
2012-06-13,9.400000000000091,992.0,13.75,83.5,80.5,51,14.1,14.4
2012-06-14,12.599999999999909,993.0,16.1,32.5,341.5,3,12.9,17.8
2012-06-15,26.0,993.0,16.450000000000003,90.5,17.5,63,19.7,19.8
2012-06-16,8.0,994.0,17.2,61.0,137.0,53,23.5,19.5
2012-06-17,18.90000000000009,994.0,17.7,62.0,165.0,51,28.5,19.0
2012-06-18,22.499999999999773,995.0,17.0,58.0,139.0,63,18.4,18.8
2012-06-19,13.200000000000273,995.0,18.2,97.0,74.0,3,12.6,20.5
2012-06-20,20.5,995.0,20.0,76.0,115.0,51,13.0,22.2
2012-06-21,20.5,995.0,21.3,84.0,69.0,63,22.9,24.5
2012-06-22,11.799999999999727,995.0,17.0,43.0,243.0,51,28.9,18.7
2012-06-23,19.700000000000273,995.0,16.8,69.0,141.0,3,24.8,18.5
2012-06-24,20.0,995.0,14.2,92.0,6.0,55,30.9,15.6
2012-06-25,10.699999999999818,994.0,16.5,32.0,241.0,51,22.2,17.7
2012-06-26,22.59999999999991,994.0,19.5,54.0,122.0,51,9.7,21.8
2012-06-27,23.40000000000009,994.0,19.0,100.0,1.0,53,17.7,21.2
2012-06-28,9.700000000000273,992.0,25.7,23.0,243.0,51,17.8,28.4
2012-06-29,22.399999999999636,991.0,20.0,41.0,154.0,55,23.2,21.9
2012-06-30,19.100000000000364,991.0,20.4,34.0,249.0,51,20.5,22.2
2012-07-01,24.09999999999991,990.0,16.9,34.0,220.0,53,22.1,18.2
2012-07-02,23.5,988.0,19.4,47.0,79.0,3,11.0,20.7
2012-07-03,25.59999999999991,988.0,21.0,37.0,96.0,3,11.7,21.9
2012-07-04,12.5,986.0,24.1,28.0,196.5,3,14.6,25.2
2012-07-05,20.09999999999991,985.0,22.4,40.5,139.0,63,9.8,24.7
2012-07-06,15.0,983.0,19.15,58.0,91.0,53,17.0,21.6
2012-07-07,21.700000000000273,982.0,20.299999999999997,38.0,263.5,55,16.6,21.9
2012-07-08,17.699999999999818,980.0,17.5,74.0,56.0,63,24.7,20.6
2012-07-09,14.800000000000182,978.0,17.799999999999997,83.0,107.5,63,24.5,20.2
2012-07-10,10.799999999999727,977.0,17.25,81.5,110.5,61,18.6,19.2
2012-07-11,12.599999999999909,975.0,15.600000000000001,60.5,113.5,63,24.2,18.2
2012-07-12,15.300000000000182,973.0,17.0,70.5,257.0,53,24.8,18.5
2012-07-13,16.0,971.0,16.55,96.5,41.0,55,23.2,19.7
2012-07-14,15.0,969.0,15.3,86.5,46.5,55,24.7,17.0
2012-07-15,16.40000000000009,967.0,15.950000000000001,99.0,127.0,55,16.4,17.6
2012-07-16,14.099999999999909,964.0,14.95,100.0,1.5,55,30.5,15.8
2012-07-17,7.300000000000182,962.0,17.7,99.5,31.0,53,26.1,19.4
2012-07-18,10.599999999999909,960.0,18.0,71.5,125.0,61,28.2,19.3
2012-07-19,19.40000000000009,958.0,17.25,61.5,208.5,55,26.4,18.8
2012-07-20,13.099999999999909,955.0,16.4,58.5,176.5,63,12.3,18.7
2012-07-21,9.099999999999909,953.0,16.15,40.0,200.0,51,15.0,18.1
2012-07-22,22.40000000000009,950.0,18.7,41.0,296.5,3,8.7,20.8
2012-07-23,26.0,947.0,22.25,0.0,403.0,0,10.1,24.0
2012-07-24,27.199999999999818,945.0,24.45,0.0,416.0,0,8.8,26.5
2012-07-25,26.700000000000273,942.0,25.1,0.0,408.0,0,12.0,27.1
2012-07-26,25.699999999999818,939.0,24.75,0.0,395.5,0,10.3,27.4
2012-07-27,23.0,936.0,24.6,30.0,354.0,55,14.5,28.0
2012-07-28,15.199999999999818,933.0,20.2,95.0,89.0,61,10.5,21.2
2012-07-29,12.5,930.0,17.7,27.0,263.0,1,19.7,18.7
2012-07-30,18.0,927.0,16.9,38.0,260.0,53,20.0,18.4
2012-07-31,15.700000000000273,924.0,17.0,100.0,15.0,3,12.7,19.1
2012-08-01,8.400000000000091,921.0,23.3,10.0,226.0,61,15.9,27.3
2012-08-02,14.799999999999727,918.0,20.0,37.0,279.0,53,19.0,21.1
2012-08-03,18.09999999999991,914.0,20.2,32.0,244.0,53,16.0,21.4
2012-08-04,14.600000000000364,912.0,20.8,58.0,133.0,51,17.4,22.5
2012-08-05,15.599999999999909,908.0,20.9,53.0,199.0,53,13.4,23.3
2012-08-06,15.799999999999727,905.0,18.0,54.0,176.0,61,23.8,20.3
2012-08-07,14.100000000000364,902.0,17.5,65.0,138.0,51,24.5,19.3
2012-08-08,13.5,899.0,17.8,100.0,44.0,51,12.7,20.2
2012-08-09,11.5,895.0,19.9,70.0,123.0,3,11.9,21.5
2012-08-10,20.299999999999727,892.0,19.4,0.0,323.0,0,10.1,21.2
2012-08-11,26.0,888.0,20.6,0.0,318.0,1,15.8,22.3
2012-08-12,24.40000000000009,885.0,22.5,21.0,293.0,1,15.3,25.3
2012-08-13,26.09999999999991,881.0,23.0,52.0,164.0,2,10.8,25.0
2012-08-14,19.0,877.0,22.3,59.0,37.0,53,9.5,25.1
2012-08-15,12.800000000000182,874.0,26.5,30.0,160.0,65,24.0,30.2
2012-08-16,13.900000000000091,870.0,21.7,66.0,165.0,3,12.5,22.9
2012-08-17,14.299999999999727,867.0,24.75,26.5,296.5,2,14.9,27.1
2012-08-18,24.40000000000009,863.0,29.35,2.0,366.5,1,15.6,31.9
2012-08-19,22.199999999999818,860.0,30.8,23.0,381.5,2,13.2,33.0
2012-08-20,17.100000000000364,856.0,24.4,51.0,156.0,51,16.2,26.0
2012-08-21,10.399999999999636,852.0,23.7,47.5,181.5,51,13.7,25.9
2012-08-22,15.800000000000182,849.0,20.049999999999997,59.0,218.0,3,19.4,21.7
2012-08-23,16.699999999999818,845.0,19.9,60.5,184.5,51,13.7,21.5
2012-08-24,22.0,842.0,21.4,51.0,84.5,55,14.7,22.9
2012-08-25,15.800000000000182,838.0,20.05,36.5,190.5,51,30.1,21.2
2012-08-26,11.5,835.0,16.75,92.5,77.5,63,26.1,18.5
2012-08-27,13.599999999999909,831.0,21.0,28.0,118.5,51,16.9,22.9
2012-08-28,16.700000000000273,827.0,20.15,57.0,69.0,51,18.6,21.5
2012-08-29,19.5,823.0,22.3,27.0,250.0,3,20.8,23.8
2012-08-30,19.199999999999818,819.0,17.9,42.5,197.5,51,21.4,20.1
2012-08-31,11.900000000000091,816.0,15.0,58.5,105.0,53,30.8,16.3
2012-09-01,13.599999999999909,812.0,16.9,67.5,212.0,3,10.1,18.3
2012-09-02,23.0,808.0,18.8,100.0,90.5,3,13.5,20.4
2012-09-03,15.599999999999909,804.0,20.0,95.5,96.5,51,9.6,21.6
2012-09-04,18.0,800.0,21.2,1.0,263.0,3,11.1,23.2
2012-09-05,20.0,797.0,17.8,57.0,102.0,3,19.7,19.5
2012-09-06,18.0,792.0,17.4,82.0,90.0,3,10.5,18.8
2012-09-07,20.700000000000273,789.0,20.3,0.0,316.0,0,13.6,22.3
2012-09-08,20.799999999999727,785.0,22.9,7.0,352.0,1,8.4,24.8
2012-09-09,20.40000000000009,782.0,25.2,0.0,345.0,1,12.7,27.7
2012-09-10,20.800000000000182,777.0,22.4,73.0,126.0,3,20.4,24.9
2012-09-11,15.299999999999727,773.0,17.5,65.0,18.0,51,19.7,17.8
2012-09-12,9.400000000000091,770.0,15.5,56.0,173.0,53,17.7,16.7
2012-09-13,13.5,766.0,15.6,71.0,154.0,61,15.7,16.7
2012-09-14,9.800000000000182,762.0,17.0,86.0,32.5,51,26.1,18.4
2012-09-15,5.799999999999727,758.0,17.35,87.0,119.5,3,13.2,18.2
2012-09-16,15.5,755.0,19.6,90.0,167.0,3,15.1,21.1
2012-09-17,16.0,751.0,18.8,92.0,52.5,51,16.2,19.9
2012-09-18,6.599999999999909,746.0,15.45,61.5,83.5,53,20.8,16.7
2012-09-19,16.300000000000182,743.0,13.4,34.0,218.5,53,20.7,14.5
2012-09-20,14.0,739.0,15.149999999999999,74.5,110.0,51,13.7,16.1
2012-09-21,12.300000000000182,735.0,15.350000000000001,62.0,29.0,3,9.8,16.7
2012-09-22,9.199999999999818,731.0,14.15,39.5,224.0,3,14.2,15.6
2012-09-23,17.59999999999991,728.0,13.2,89.5,14.0,61,23.2,15.1
2012-09-24,4.400000000000091,723.0,16.95,91.5,44.0,63,42.2,18.8
2012-09-25,6.300000000000182,719.0,15.55,48.5,128.5,61,28.6,16.9
2012-09-26,10.199999999999818,716.0,15.2,59.0,107.0,55,23.8,16.4
2012-09-27,10.400000000000091,712.0,13.5,78.0,38.0,61,17.3,15.6
2012-09-28,9.900000000000091,708.0,15.399999999999999,59.5,102.5,3,21.7,16.4
2012-09-29,10.199999999999818,704.0,14.100000000000001,35.5,190.5,53,18.8,15.4
2012-09-30,14.699999999999818,700.0,14.95,24.5,265.5,2,14.8,16.6
2012-10-01,16.0,697.0,16.4,27.0,190.0,3,19.7,18.3
2012-10-02,9.5,692.0,15.25,81.5,61.0,51,20.5,16.5
